Cidade;Data;Usuarios;Novos usuarios;Total;DT
Arapiraca;20230906;1;1;2;2023-09-06
Arapongas;20230813;1;1;2;2023-08-13
Araraquara;20230809;1;1;2;2023-08-09
Araraquara;20230811;1;1;2;2023-08-11
Araraquara;20230818;1;0;1;2023-08-18
Araraquara;20230819;1;1;2;2023-08-19
Araraquara;20230824;1;0;1;2023-08-24
Araraquara;20230825;1;0;1;2023-08-25
Araraquara;20230828;1;0;1;2023-08-28
Araraquara;20230901;1;0;1;2023-09-01
Araraquara;20230903;1;0;1;2023-09-03
Araraquara;20230905;1;0;1;2023-09-05
Araraquara;20230906;1;0;1;2023-09-06
Araraquara;20230907;1;0;1;2023-09-07
Araraquara;20230918;1;0;1;2023-09-18
Araripina;20230808;1;1;2;2023-08-08
Araruama;20230827;1;1;2;2023-08-27
Araruama;20230901;1;1;2;2023-09-01
Araruama;20230903;1;1;2;2023-09-03
Araruama;20230908;1;0;1;2023-09-08
Araruama;20230917;1;1;2;2023-09-17
Araruama;20230918;1;0;1;2023-09-18
Araucaria;20230821;1;1;2;2023-08-21
Araucaria;20230910;1;1;2;2023-09-10
Areal;20230817;1;1;2;2023-08-17
Areal;20230828;1;1;2;2023-08-28
Areal;20230902;1;1;2;2023-09-02
Arraial do Cabo;20230809;1;1;2;2023-08-09
Asuncion;20230830;1;1;2;2023-08-30
Atibaia;20230908;1;1;2;2023-09-08
Atlanta;20230826;1;1;2;2023-08-26
Atlanta;20230827;1;0;1;2023-08-27
Auckland;20230915;1;1;2;2023-09-15
Baku;20230807;1;0;1;2023-08-07
Baku;20230808;1;0;1;2023-08-08
Baku;20230809;1;0;1;2023-08-09
Baku;20230810;1;0;1;2023-08-10
Baku;20230819;1;1;2;2023-08-19
Baku;20230824;1;0;1;2023-08-24
Baku;20230903;1;1;2;2023-09-03
Baku;20230909;1;0;1;2023-09-09
Baku;20230911;1;0;1;2023-09-11
Balneario Camboriu;20230825;1;0;1;2023-08-25
Balneario Camboriu;20230901;1;0;1;2023-09-01
Balsas;20230831;1;1;2;2023-08-31
Bambui;20230818;1;1;2;2023-08-18
Bambui;20230909;1;1;2;2023-09-09
Banbury;20230827;1;1;2;2023-08-27
Banbury;20230915;1;1;2;2023-09-15
Barnsley;20230917;1;1;2;2023-09-17
Barra Mansa;20230804;1;1;2;2023-08-04
Barra Mansa;20230808;1;1;2;2023-08-08
Barra Mansa;20230809;1;1;2;2023-08-09
Barra Mansa;20230811;1;1;2;2023-08-11
Barra Mansa;20230826;1;1;2;2023-08-26
Barra Mansa;20230902;1;0;1;2023-09-02
Barra Mansa;20230915;1;1;2;2023-09-15
Barra do Garcas;20230913;1;0;1;2023-09-13
Barra do Pirai;20230805;1;1;2;2023-08-05
Barra do Pirai;20230810;1;1;2;2023-08-10
Barra do Pirai;20230818;1;0;1;2023-08-18
Barra do Pirai;20230902;1;1;2;2023-09-02
Barra do Pirai;20230906;1;1;2;2023-09-06
Barreiras;20230810;1;1;2;2023-08-10
Barueri;20230818;1;1;2;2023-08-18
Barueri;20230906;1;1;2;2023-09-06
Bauru;20230903;1;1;2;2023-09-03
Bauru;20230908;1;1;2;2023-09-08
Bauru;20230914;1;0;1;2023-09-14
Beira;20230810;1;1;2;2023-08-10
Belem;20230803;1;1;2;2023-08-03
Belem;20230804;1;0;1;2023-08-04
Belem;20230808;1;1;2;2023-08-08
Belem;20230809;1;0;1;2023-08-09
Belem;20230810;1;0;1;2023-08-10
Belem;20230811;1;0;1;2023-08-11
Belem;20230812;1;1;2;2023-08-12
Belem;20230814;1;1;2;2023-08-14
Belem;20230822;1;0;1;2023-08-22
Belem;20230823;1;0;1;2023-08-23
Belem;20230824;1;0;1;2023-08-24
Belem;20230825;1;0;1;2023-08-25
Belem;20230826;1;0;1;2023-08-26
Belem;20230828;1;0;1;2023-08-28
Belem;20230902;1;0;1;2023-09-02
Belem;20230904;1;0;1;2023-09-04
Belem;20230905;1;0;1;2023-09-05
Belem;20230909;1;1;2;2023-09-09
Belem;20230911;1;1;2;2023-09-11
Belem;20230913;1;0;1;2023-09-13
Belem;20230917;1;1;2;2023-09-17
Belford Roxo;20230826;1;0;1;2023-08-26
Belford Roxo;20230908;1;1;2;2023-09-08
Belo Horizonte;20230805;1;1;2;2023-08-05
Belo Horizonte;20230806;1;1;2;2023-08-06
Belo Horizonte;20230807;1;1;2;2023-08-07
Belo Horizonte;20230809;1;1;2;2023-08-09
Belo Horizonte;20230810;1;1;2;2023-08-10
Belo Horizonte;20230811;1;1;2;2023-08-11
Belo Horizonte;20230814;1;1;2;2023-08-14
Belo Horizonte;20230816;1;1;2;2023-08-16
Belo Horizonte;20230821;1;1;2;2023-08-21
Belo Horizonte;20230828;1;0;1;2023-08-28
Belo Horizonte;20230831;1;1;2;2023-08-31
Belo Horizonte;20230902;1;1;2;2023-09-02
Belo Horizonte;20230908;1;1;2;2023-09-08
Belo Horizonte;20230909;1;1;2;2023-09-09
Belo Horizonte;20230910;1;1;2;2023-09-10
Belo Horizonte;20230911;1;1;2;2023-09-11
Belo Horizonte;20230912;1;1;2;2023-09-12
Belo Horizonte;20230913;1;0;1;2023-09-13
Belo Horizonte;20230915;1;1;2;2023-09-15
Belo Horizonte;20230916;1;1;2;2023-09-16
Biritiba Mirim;20230807;1;1;2;2023-08-07
Blackshear;20230807;1;1;2;2023-08-07
Blumenau;20230807;1;1;2;2023-08-07
Blumenau;20230820;1;0;1;2023-08-20
Blumenau;20230823;1;1;2;2023-08-23
Blumenau;20230824;1;1;2;2023-08-24
Blumenau;20230825;1;1;2;2023-08-25
Blumenau;20230905;1;1;2;2023-09-05
Blumenau;20230913;1;1;2;2023-09-13
Blumenau;20230915;1;1;2;2023-09-15
Boa Vista;20230809;1;1;2;2023-08-09
Bologna;20230803;1;1;2;2023-08-03
Bologna;20230805;1;0;1;2023-08-05
Bologna;20230826;1;0;1;2023-08-26
Bom Jesus do Itabapoana;20230813;1;1;2;2023-08-13
Bom Jesus do Itabapoana;20230825;1;0;1;2023-08-25
Bom Jesus do Itabapoana;20230915;1;1;2;2023-09-15
Bonito;20230903;1;1;2;2023-09-03
Braco do Norte;20230907;1;0;1;2023-09-07
Braco do Norte;20230913;1;1;2;2023-09-13
Braco do Norte;20230914;1;1;2;2023-09-14
Braga;20230829;1;1;2;2023-08-29
Braga;20230901;1;1;2;2023-09-01
Braganca Paulista;20230811;1;1;2;2023-08-11
Braganca Paulista;20230824;1;1;2;2023-08-24
Brasilia;20230917;1;0;1;2023-09-17
Brest;20230803;1;1;2;2023-08-03
Brusque;20230822;1;1;2;2023-08-22
Brusque;20230825;1;1;2;2023-08-25
Buenos Aires;20230904;1;1;2;2023-09-04
Buenos Aires;20230915;1;1;2;2023-09-15
Bushey;20230915;1;1;2;2023-09-15
Cabedelo;20230831;1;1;2;2023-08-31
Cabo Frio;20230806;1;1;2;2023-08-06
Cabo Frio;20230808;1;1;2;2023-08-08
Cabo Frio;20230814;1;1;2;2023-08-14
Cabo Frio;20230819;1;1;2;2023-08-19
Cabo Frio;20230820;1;0;1;2023-08-20
Cabo Frio;20230826;1;1;2;2023-08-26
Cabo Frio;20230829;1;1;2;2023-08-29
Cabo Frio;20230830;1;1;2;2023-08-30
Cabo Frio;20230901;1;0;1;2023-09-01
Cabo Frio;20230902;1;1;2;2023-09-02
Cabo Frio;20230913;1;1;2;2023-09-13
Cacador;20230827;1;1;2;2023-08-27
Cachoeiras de Macacu;20230902;1;1;2;2023-09-02
Cachoeiro de Itapemirim;20230804;1;1;2;2023-08-04
Cachoeiro de Itapemirim;20230810;1;1;2;2023-08-10
Cachoeiro de Itapemirim;20230821;1;1;2;2023-08-21
Cachoeiro de Itapemirim;20230831;1;1;2;2023-08-31
Cagliari;20230908;1;0;1;2023-09-08
Caico;20230906;1;1;2;2023-09-06
Caieiras;20230910;1;1;2;2023-09-10
Camacari;20230910;1;0;1;2023-09-10
Camanducaia;20230815;1;1;2;2023-08-15
Cambe;20230830;1;1;2;2023-08-30
Camboriu;20230807;1;1;2;2023-08-07
Camboriu;20230816;1;1;2;2023-08-16
Cameta;20230818;1;1;2;2023-08-18
Campina Grande;20230811;1;1;2;2023-08-11
Campinas;20230803;1;1;2;2023-08-03
Campinas;20230806;1;1;2;2023-08-06
Campinas;20230810;1;0;1;2023-08-10
Campinas;20230813;1;1;2;2023-08-13
Campinas;20230825;1;0;1;2023-08-25
Campinas;20230826;1;1;2;2023-08-26
Campinas;20230829;1;0;1;2023-08-29
Campinas;20230830;1;1;2;2023-08-30
Campinas;20230901;1;0;1;2023-09-01
Campinas;20230902;1;1;2;2023-09-02
Campinas;20230906;1;1;2;2023-09-06
Campinas;20230915;1;1;2;2023-09-15
Campinas;20230916;1;1;2;2023-09-16
Campo Grande;20230806;1;1;2;2023-08-06
Campo Grande;20230808;1;0;1;2023-08-08
Campo Grande;20230811;1;0;1;2023-08-11
Campo Grande;20230817;1;1;2;2023-08-17
Campo Grande;20230819;1;1;2;2023-08-19
Campo Grande;20230820;1;1;2;2023-08-20
Campo Grande;20230822;1;1;2;2023-08-22
Campo Grande;20230824;1;0;1;2023-08-24
Campo Grande;20230826;1;0;1;2023-08-26
Campo Grande;20230827;1;0;1;2023-08-27
Campo Grande;20230830;1;0;1;2023-08-30
Campo Grande;20230831;1;0;1;2023-08-31
Campo Grande;20230902;1;0;1;2023-09-02
Campo Grande;20230903;1;1;2;2023-09-03
Campo Grande;20230905;1;1;2;2023-09-05
Campo Grande;20230906;1;0;1;2023-09-06
Campo Grande;20230909;1;1;2;2023-09-09
Campo Grande;20230911;1;0;1;2023-09-11
Campo Grande;20230912;1;1;2;2023-09-12
Campo Grande;20230914;1;0;1;2023-09-14
Campo Grande;20230915;1;0;1;2023-09-15
Campo Grande;20230917;1;0;1;2023-09-17
Campos dos Goytacazes;20230806;1;1;2;2023-08-06
Campos dos Goytacazes;20230809;1;1;2;2023-08-09
Campos dos Goytacazes;20230813;1;1;2;2023-08-13
Campos dos Goytacazes;20230820;1;1;2;2023-08-20
Campos dos Goytacazes;20230827;1;1;2;2023-08-27
Campos dos Goytacazes;20230829;1;1;2;2023-08-29
Campos dos Goytacazes;20230915;1;1;2;2023-09-15
Cangucu;20230815;1;1;2;2023-08-15
Cangucu;20230826;1;1;2;2023-08-26
Cangucu;20230914;1;0;1;2023-09-14
Canoas;20230910;1;1;2;2023-09-10
Cantagalo;20230805;1;1;2;2023-08-05
Cape Elizabeth;20230829;1;1;2;2023-08-29
Caraguatatuba;20230903;1;0;1;2023-09-03
Caraguatatuba;20230905;1;0;1;2023-09-05
Caraguatatuba;20230907;1;0;1;2023-09-07
Caraguatatuba;20230908;1;0;1;2023-09-08
Caraguatatuba;20230909;1;0;1;2023-09-09
Caraguatatuba;20230910;1;0;1;2023-09-10
Caraguatatuba;20230913;1;0;1;2023-09-13
Carangola;20230809;1;1;2;2023-08-09
Carangola;20230822;1;1;2;2023-08-22
Carangola;20230911;1;1;2;2023-09-11
Cascavel;20230811;1;1;2;2023-08-11
Cascavel;20230822;1;1;2;2023-08-22
Cascavel;20230829;1;1;2;2023-08-29
Castanhal;20230803;1;1;2;2023-08-03
Cataguases;20230805;1;1;2;2023-08-05
Catanduva;20230915;1;1;2;2023-09-15
Catole do Rocha;20230826;1;1;2;2023-08-26
Catu;20230907;1;1;2;2023-09-07
Caxias;20230820;1;1;2;2023-08-20
Caxias do Sul;20230809;1;0;1;2023-08-09
Caxias do Sul;20230831;1;1;2;2023-08-31
Ceara-Mirim;20230907;1;1;2;2023-09-07
Chapeco;20230829;1;1;2;2023-08-29
Chapeco;20230913;1;1;2;2023-09-13
Chelyabinsk;20230906;1;1;2;2023-09-06
Colatina;20230823;1;1;2;2023-08-23
Colombo;20230810;1;1;2;2023-08-10
Colombo;20230906;1;1;2;2023-09-06
Conceicao de Macabu;20230808;1;1;2;2023-08-08
Conceicao de Macabu;20230813;1;1;2;2023-08-13
Concordia;20230811;1;0;1;2023-08-11
Concordia;20230903;1;1;2;2023-09-03
Corrientes;20230805;1;0;1;2023-08-05
Covington;20230808;1;1;2;2023-08-08
Crawley;20230820;1;1;2;2023-08-20
Cruz das Almas;20230827;1;1;2;2023-08-27
Cubatao;20230803;1;1;2;2023-08-03
Cubatao;20230808;1;1;2;2023-08-08
Cubatao;20230821;1;1;2;2023-08-21
Cuiaba;20230807;1;1;2;2023-08-07
Cuiaba;20230811;1;1;2;2023-08-11
Cuiaba;20230901;1;1;2;2023-09-01
Cuiaba;20230907;1;1;2;2023-09-07
Cuiaba;20230911;1;1;2;2023-09-11
Cuiaba;20230912;1;1;2;2023-09-12
Cuiaba;20230913;1;1;2;2023-09-13
Cuiaba;20230915;1;1;2;2023-09-15
Curitiba;20230805;1;1;2;2023-08-05
Curitiba;20230811;1;0;1;2023-08-11
Curitiba;20230813;1;0;1;2023-08-13
Curitiba;20230822;1;1;2;2023-08-22
Curitiba;20230825;1;1;2;2023-08-25
Curitiba;20230826;1;0;1;2023-08-26
Curitiba;20230828;1;1;2;2023-08-28
Curitiba;20230903;1;0;1;2023-09-03
Curitiba;20230910;1;0;1;2023-09-10
Curitiba;20230913;1;0;1;2023-09-13
Daytona Beach;20230913;1;1;2;2023-09-13
Diamantina;20230822;1;0;1;2023-08-22
Diamantina;20230825;1;0;1;2023-08-25
Divinopolis;20230803;1;1;2;2023-08-03
Divinopolis;20230831;1;1;2;2023-08-31
Dublin;20230831;1;1;2;2023-08-31
Duque de Caxias;20230803;1;1;2;2023-08-03
Duque de Caxias;20230804;1;1;2;2023-08-04
Duque de Caxias;20230806;1;1;2;2023-08-06
Duque de Caxias;20230807;1;1;2;2023-08-07
Duque de Caxias;20230808;1;0;1;2023-08-08
Duque de Caxias;20230809;1;1;2;2023-08-09
Duque de Caxias;20230811;1;1;2;2023-08-11
Duque de Caxias;20230813;1;0;1;2023-08-13
Duque de Caxias;20230815;1;0;1;2023-08-15
Duque de Caxias;20230819;1;0;1;2023-08-19
Duque de Caxias;20230822;1;1;2;2023-08-22
Duque de Caxias;20230824;1;0;1;2023-08-24
Duque de Caxias;20230902;1;0;1;2023-09-02
Duque de Caxias;20230903;1;0;1;2023-09-03
Duque de Caxias;20230904;1;1;2;2023-09-04
Duque de Caxias;20230908;1;0;1;2023-09-08
Duque de Caxias;20230910;1;1;2;2023-09-10
Duque de Caxias;20230911;1;0;1;2023-09-11
Duque de Caxias;20230913;1;0;1;2023-09-13
Duque de Caxias;20230915;1;1;2;2023-09-15
Duque de Caxias;20230916;1;0;1;2023-09-16
Eidsvoll Municipality;20230909;1;1;2;2023-09-09
Extrema;20230808;1;1;2;2023-08-08
Feira de Santana;20230814;1;1;2;2023-08-14
Feira de Santana;20230826;1;1;2;2023-08-26
Feira de Santana;20230829;1;1;2;2023-08-29
Feira de Santana;20230906;1;0;1;2023-09-06
Feira de Santana;20230911;1;0;1;2023-09-11
Feira de Santana;20230916;1;1;2;2023-09-16
Feira de Santana;20230918;1;1;2;2023-09-18
Fernandopolis;20230810;1;0;1;2023-08-10
Fernandopolis;20230910;1;1;2;2023-09-10
Florianopolis;20230809;1;1;2;2023-08-09
Florianopolis;20230811;1;0;1;2023-08-11
Florianopolis;20230816;1;0;1;2023-08-16
Florianopolis;20230825;1;1;2;2023-08-25
Florianopolis;20230828;1;0;1;2023-08-28
Florianopolis;20230904;1;1;2;2023-09-04
Florianopolis;20230906;1;0;1;2023-09-06
Florianopolis;20230914;1;1;2;2023-09-14
Fohnsdorf;20230914;1;1;2;2023-09-14
Forest City;20230827;1;1;2;2023-08-27
Forest City;20230901;1;1;2;2023-09-01
Formosa;20230831;1;1;2;2023-08-31
Formosa;20230908;1;1;2;2023-09-08
Fortaleza;20230805;1;0;1;2023-08-05
Fortaleza;20230807;1;0;1;2023-08-07
Fortaleza;20230808;1;0;1;2023-08-08
Fortaleza;20230813;1;1;2;2023-08-13
Fortaleza;20230814;1;0;1;2023-08-14
Fortaleza;20230815;1;0;1;2023-08-15
Fortaleza;20230820;1;1;2;2023-08-20
Fortaleza;20230824;1;0;1;2023-08-24
Fortaleza;20230830;1;1;2;2023-08-30
Fortaleza;20230905;1;0;1;2023-09-05
Fortaleza;20230915;1;0;1;2023-09-15
Fortaleza;20230918;1;1;2;2023-09-18
Franca;20230813;1;1;2;2023-08-13
Francisco Morato;20230917;1;1;2;2023-09-17
Frankfurt;20230902;1;1;2;2023-09-02
Funchal;20230909;1;1;2;2023-09-09
Garca;20230811;1;1;2;2023-08-11
Garca;20230826;1;1;2;2023-08-26
Glenville;20230807;1;0;1;2023-08-07
Goiana;20230829;1;1;2;2023-08-29
Goiania;20230806;1;1;2;2023-08-06
Goiania;20230813;1;0;1;2023-08-13
Goiania;20230815;1;0;1;2023-08-15
Goiania;20230817;1;0;1;2023-08-17
Goiania;20230820;1;0;1;2023-08-20
Goiania;20230822;1;1;2;2023-08-22
Goiania;20230823;1;0;1;2023-08-23
Goiania;20230824;1;1;2;2023-08-24
Goiania;20230825;1;1;2;2023-08-25
Goiania;20230830;1;1;2;2023-08-30
Goiania;20230902;1;0;1;2023-09-02
Goiania;20230903;1;0;1;2023-09-03
Goiania;20230907;1;0;1;2023-09-07
Goiania;20230911;1;0;1;2023-09-11
Goiania;20230914;1;1;2;2023-09-14
Goiania;20230915;1;0;1;2023-09-15
Goiania;20230918;1;1;2;2023-09-18
Governador Valadares;20230807;1;1;2;2023-08-07
Guacui;20230826;1;1;2;2023-08-26
Guaira;20230803;1;1;2;2023-08-03
Guaira;20230810;1;1;2;2023-08-10
Guaira;20230820;1;0;1;2023-08-20
Guaira;20230903;1;1;2;2023-09-03
Guanambi;20230915;1;1;2;2023-09-15
Guapimirim;20230827;1;0;1;2023-08-27
Guapimirim;20230905;1;0;1;2023-09-05
Guapimirim;20230906;1;0;1;2023-09-06
Guara;20230805;1;1;2;2023-08-05
Guarapari;20230806;1;0;1;2023-08-06
Guarapari;20230810;1;0;1;2023-08-10
Guarapari;20230812;1;0;1;2023-08-12
Guarapari;20230813;1;0;1;2023-08-13
Guarapari;20230814;1;1;2;2023-08-14
Guarapari;20230817;1;0;1;2023-08-17
Guarapari;20230819;1;0;1;2023-08-19
Guarapari;20230821;1;0;1;2023-08-21
Guarapari;20230822;1;0;1;2023-08-22
Guarapari;20230826;1;0;1;2023-08-26
Guarapari;20230831;1;1;2;2023-08-31
Guarapari;20230918;1;0;1;2023-09-18
Guaratingueta;20230822;1;1;2;2023-08-22
Guaratingueta;20230916;1;0;1;2023-09-16
Guaratingueta;20230917;1;0;1;2023-09-17
Guaratingueta;20230918;1;0;1;2023-09-18
Guarulhos;20230805;1;1;2;2023-08-05
Guarulhos;20230824;1;1;2;2023-08-24
Guarulhos;20230913;1;1;2;2023-09-13
Guelph;20230915;1;1;2;2023-09-15
Gunungsitoli Barat;20230803;1;1;2;2023-08-03
Gunungsitoli Barat;20230828;1;0;1;2023-08-28
Hamburg;20230809;1;1;2;2023-08-09
High River;20230831;1;0;1;2023-08-31
Hortolandia;20230821;1;1;2;2023-08-21
Ibirite;20230824;1;0;1;2023-08-24
Ibitinga;20230815;1;0;1;2023-08-15
Iguaba Grande;20230820;1;1;2;2023-08-20
Ilhabela;20230830;1;0;1;2023-08-30
Imbituba;20230826;1;1;2;2023-08-26
Imbituba;20230903;1;1;2;2023-09-03
Imperatriz;20230806;1;1;2;2023-08-06
Imperatriz;20230829;1;1;2;2023-08-29
Indaiatuba;20230817;1;1;2;2023-08-17
Indaiatuba;20230818;1;0;1;2023-08-18
Indaiatuba;20230901;1;1;2;2023-09-01
Inhumas;20230809;1;1;2;2023-08-09
Itabira;20230815;1;1;2;2023-08-15
Itabira;20230826;1;0;1;2023-08-26
Itabira;20230906;1;0;1;2023-09-06
Itabirito;20230824;1;0;1;2023-08-24
Itaborai;20230804;1;1;2;2023-08-04
Itaborai;20230805;1;0;1;2023-08-05
Itaborai;20230808;1;1;2;2023-08-08
Itaborai;20230818;1;0;1;2023-08-18
Itaborai;20230831;1;1;2;2023-08-31
Itaborai;20230910;1;1;2;2023-09-10
Itaborai;20230916;1;1;2;2023-09-16
Itabuna;20230810;1;1;2;2023-08-10
Itabuna;20230913;1;1;2;2023-09-13
Itaguai;20230811;1;1;2;2023-08-11
Itaguai;20230827;1;1;2;2023-08-27
Itaguai;20230902;1;1;2;2023-09-02
Itaguai;20230912;1;1;2;2023-09-12
Itaguai;20230916;1;1;2;2023-09-16
Itajai;20230804;1;1;2;2023-08-04
Itajai;20230813;1;0;1;2023-08-13
Itajai;20230824;1;0;1;2023-08-24
Itajai;20230828;1;0;1;2023-08-28
Itajai;20230829;1;0;1;2023-08-29
Itajai;20230909;1;1;2;2023-09-09
Itajuba;20230810;1;1;2;2023-08-10
Itajuba;20230811;1;0;1;2023-08-11
Itajuba;20230907;1;1;2;2023-09-07
Itajuba;20230909;1;0;1;2023-09-09
Itanhaem;20230829;1;1;2;2023-08-29
Itaperuna;20230813;1;1;2;2023-08-13
Itaperuna;20230903;1;1;2;2023-09-03
Itaperuna;20230911;1;0;1;2023-09-11
Itapetininga;20230820;1;1;2;2023-08-20
Itarare;20230905;1;1;2;2023-09-05
Itatiaia;20230902;1;1;2;2023-09-02
Itauna;20230810;1;0;1;2023-08-10
Itauna;20230908;1;0;1;2023-09-08
Itupeva;20230831;1;1;2;2023-08-31
Itupeva;20230914;1;1;2;2023-09-14
Iuna;20230809;1;1;2;2023-08-09
Jaboatao dos Guararapes;20230823;1;1;2;2023-08-23
Jaboatao dos Guararapes;20230906;1;1;2;2023-09-06
Jacarei;20230810;1;1;2;2023-08-10
Jacarezinho;20230828;1;1;2;2023-08-28
Jaguariuna;20230918;1;1;2;2023-09-18
Japeri;20230826;1;1;2;2023-08-26
Japeri;20230827;1;1;2;2023-08-27
Jequie;20230914;1;1;2;2023-09-14
Jequie;20230916;1;1;2;2023-09-16
Joanopolis;20230807;1;0;1;2023-08-07
Joanopolis;20230810;1;0;1;2023-08-10
Joanopolis;20230908;1;1;2;2023-09-08
Joao Monlevade;20230828;1;0;1;2023-08-28
Joao Monlevade;20230830;1;0;1;2023-08-30
Joao Pessoa;20230813;1;1;2;2023-08-13
Joao Pessoa;20230822;1;1;2;2023-08-22
Joao Pessoa;20230828;1;0;1;2023-08-28
Joao Pessoa;20230831;1;1;2;2023-08-31
Joao Pessoa;20230916;1;0;1;2023-09-16
Joao Pessoa;20230918;1;1;2;2023-09-18
Joinville;20230805;1;1;2;2023-08-05
Joinville;20230810;1;1;2;2023-08-10
Joinville;20230821;1;1;2;2023-08-21
Joinville;20230822;1;1;2;2023-08-22
Joinville;20230907;1;1;2;2023-09-07
Joinville;20230917;1;1;2;2023-09-17
Joinville;20230918;1;0;1;2023-09-18
Jose Bonifacio;20230816;1;1;2;2023-08-16
Jose Bonifacio;20230818;1;0;1;2023-08-18
Jose Bonifacio;20230823;1;0;1;2023-08-23
Jose Bonifacio;20230902;1;0;1;2023-09-02
Jose Bonifacio;20230912;1;1;2;2023-09-12
Jose Bonifacio;20230915;1;1;2;2023-09-15
Juiz de Fora;20230804;1;1;2;2023-08-04
Juiz de Fora;20230805;1;1;2;2023-08-05
Juiz de Fora;20230806;1;1;2;2023-08-06
Juiz de Fora;20230807;1;0;1;2023-08-07
Juiz de Fora;20230808;1;0;1;2023-08-08
Juiz de Fora;20230812;1;1;2;2023-08-12
Juiz de Fora;20230813;1;1;2;2023-08-13
Juiz de Fora;20230814;1;0;1;2023-08-14
Juiz de Fora;20230815;1;0;1;2023-08-15
Juiz de Fora;20230816;1;0;1;2023-08-16
Juiz de Fora;20230819;1;0;1;2023-08-19
Juiz de Fora;20230821;1;0;1;2023-08-21
Juiz de Fora;20230822;1;0;1;2023-08-22
Juiz de Fora;20230905;1;0;1;2023-09-05
Juiz de Fora;20230906;1;0;1;2023-09-06
Juiz de Fora;20230908;1;0;1;2023-09-08
Juiz de Fora;20230909;1;0;1;2023-09-09
Juiz de Fora;20230910;1;1;2;2023-09-10
Juiz de Fora;20230912;1;0;1;2023-09-12
Juiz de Fora;20230913;1;0;1;2023-09-13
Juiz de Fora;20230916;1;0;1;2023-09-16
Juiz de Fora;20230917;1;0;1;2023-09-17
Jundiai;20230831;1;1;2;2023-08-31
Jundiai;20230908;1;0;1;2023-09-08
Jundiai;20230915;1;1;2;2023-09-15
Kazan;20230803;1;0;1;2023-08-03
Kent;20230810;1;1;2;2023-08-10
Kitchener;20230908;1;1;2;2023-09-08
Kitchener;20230914;1;0;1;2023-09-14
Kitchener;20230915;1;0;1;2023-09-15
Klaipeda;20230806;1;1;2;2023-08-06
Kurgan;20230916;1;1;2;2023-09-16
Lages;20230813;1;1;2;2023-08-13
Lajeado;20230913;1;1;2;2023-09-13
Lapa;20230823;1;1;2;2023-08-23
Lauro de Freitas;20230822;1;1;2;2023-08-22
