Regiao;Data;Usuario;Primeira Visita;Total;Usuarios;DT
Sergipe;20230810;0;1;1;1;2023-08-10
Sergipe;20230827;0;0;1;1;2023-08-27
Sergipe;20230828;0;1;1;1;2023-08-28
Sergipe;20230829;0;1;1;1;2023-08-29
Sergipe;20230830;0;1;1;1;2023-08-30
Sergipe;20230903;0;1;1;1;2023-09-03
Sergipe;20230907;0;0;1;0;2023-09-07
Sergipe;20230915;0;0;1;1;2023-09-15
Sergipe;20230916;0;1;1;1;2023-09-16
Tocantins;20230808;0;1;1;1;2023-08-08
Tocantins;20230825;0;1;1;1;2023-08-25
Tocantins;20230831;0;1;1;1;2023-08-31
Tocantins;20230915;0;1;1;1;2023-09-15
Tocantins;20230916;0;1;1;1;2023-09-16
Styria;20230914;0;1;1;1;2023-09-14
Vienna;20230901;0;1;1;1;2023-09-01
Viken;20230909;0;1;1;1;2023-09-09
Virginia;20230909;0;6;6;6;2023-09-09
Washington;20230809;0;1;1;1;2023-08-09
Washington;20230810;0;1;1;1;2023-08-10
Washington;20230915;0;1;1;1;2023-09-15
Zurich;20230803;0;1;1;1;2023-08-03
Rio de Janeiro;20230921;43;20;63;62;2023-09-21
Rio de Janeiro;20230919;38;27;66;63;2023-09-19
Rio de Janeiro;20230920;29;25;56;52;2023-09-20
Rio de Janeiro;20230918;27;23;51;49;2023-09-18
Rio de Janeiro;20230922;23;20;42;41;2023-09-22
Rio de Janeiro;20230923;18;15;33;31;2023-09-23
Rio de Janeiro;20230924;13;11;23;23;2023-09-24
Sao Paulo;20230921;7;9;14;14;2023-09-21
Federal District;20230922;6;0;6;6;2023-09-22
Minas Gerais;20230921;5;4;9;9;2023-09-21
Sao Paulo;20230919;5;6;11;11;2023-09-19
Sao Paulo;20230924;5;10;14;14;2023-09-24
Federal District;20230920;4;2;7;6;2023-09-20
Federal District;20230923;4;1;4;4;2023-09-23
Sao Paulo;20230918;4;7;12;12;2023-09-18
Federal District;20230919;3;1;3;3;2023-09-19
Federal District;20230921;3;1;3;3;2023-09-21
Espirito Santo;20230922;3;2;5;5;2023-09-22
Sao Paulo;20230920;3;4;8;8;2023-09-20
Sao Paulo;20230922;3;4;8;8;2023-09-22
Sao Paulo;20230923;3;9;11;10;2023-09-23
Federal District;20230918;2;4;6;6;2023-09-18
Federal District;20230924;2;3;5;4;2023-09-24
Ceara;20230922;2;0;2;2;2023-09-22
Espirito Santo;20230918;2;1;2;2;2023-09-18
Espirito Santo;20230920;2;1;3;3;2023-09-20
Espirito Santo;20230921;2;0;2;2;2023-09-21
Espirito Santo;20230923;2;1;2;2;2023-09-23
Minas Gerais;20230920;2;4;7;6;2023-09-20
Minas Gerais;20230922;2;5;7;7;2023-09-22
Minas Gerais;20230923;2;4;7;7;2023-09-23
Santa Catarina;20230918;2;0;2;2;2023-09-18
Santa Catarina;20230919;2;5;8;7;2023-09-19
England;20230918;1;1;1;1;2023-09-18
England;20230921;1;1;1;1;2023-09-21
Ile-de-France;20230919;1;0;1;1;2023-09-19
Ile-de-France;20230922;1;0;1;1;2023-09-22
Ile-de-France;20230923;1;0;1;1;2023-09-23
Kyiv Oblast;20230922;1;0;1;1;2023-09-22
Kyiv Oblast;20230923;1;0;1;1;2023-09-23
Lombardy;20230921;1;0;1;1;2023-09-21
Massachusetts;20230919;1;0;1;1;2023-09-19
Massachusetts;20230923;1;0;1;1;2023-09-23
Mexico City;20230921;1;1;1;1;2023-09-21
Sardinia;20230921;1;0;1;1;2023-09-21
Alagoas;20230919;1;0;1;1;2023-09-19
Alagoas;20230920;1;1;2;2;2023-09-20
Alagoas;20230923;1;1;2;2;2023-09-23
Amazonas;20230921;1;1;2;2;2023-09-21
Bahia;20230919;1;3;4;4;2023-09-19
Bahia;20230920;1;0;1;1;2023-09-20
Bahia;20230922;1;2;3;3;2023-09-22
Espirito Santo;20230919;1;0;1;1;2023-09-19
Goias;20230919;1;3;4;4;2023-09-19
Goias;20230922;1;1;2;2;2023-09-22
Goias;20230923;1;1;1;1;2023-09-23
Maranhao;20230921;1;0;1;1;2023-09-21
Minas Gerais;20230919;1;2;3;3;2023-09-19
Minas Gerais;20230924;1;2;3;3;2023-09-24
Para;20230918;1;2;3;3;2023-09-18
Paraiba;20230918;1;1;1;1;2023-09-18
Paraiba;20230919;1;0;1;1;2023-09-19
Paraiba;20230920;1;1;2;2;2023-09-20
Paraiba;20230922;1;0;1;1;2023-09-22
Parana;20230919;1;1;2;2;2023-09-19
Parana;20230922;1;1;2;2;2023-09-22
Pernambuco;20230924;1;1;2;2;2023-09-24
Piaui;20230920;1;0;1;1;2023-09-20
Piaui;20230922;1;0;1;1;2023-09-22
Rio Grande do Norte;20230920;1;1;1;1;2023-09-20
Rio Grande do Norte;20230921;1;1;1;1;2023-09-21
Rio Grande do Sul;20230919;1;0;1;1;2023-09-19
Rio Grande do Sul;20230922;1;3;4;4;2023-09-22
(not set);20230918;0;1;1;1;2023-09-18
(not set);20230919;0;2;2;2;2023-09-19
(not set);20230923;0;1;1;1;2023-09-23
(not set);20230924;0;2;2;2;2023-09-24
Beja District;20230922;0;1;1;1;2023-09-22
Buenos Aires Province;20230919;0;1;1;1;2023-09-19
California;20230918;0;1;1;1;2023-09-18
Florida;20230918;0;1;1;1;2023-09-18
Florida;20230923;0;1;1;1;2023-09-23
Ile-de-France;20230918;0;1;1;1;2023-09-18
Lisbon;20230923;0;1;1;1;2023-09-23
Massachusetts;20230922;0;1;1;1;2023-09-22
Nouvelle-Aquitaine;20230924;0;1;1;1;2023-09-24
Acre;20230921;0;1;1;1;2023-09-21
Alagoas;20230921;0;0;1;0;2023-09-21
Amapa;20230922;0;1;1;1;2023-09-22
Amazonas;20230918;0;1;2;2;2023-09-18
Amazonas;20230919;0;0;1;1;2023-09-19
Amazonas;20230920;0;0;1;1;2023-09-20
Amazonas;20230922;0;0;1;1;2023-09-22
Amazonas;20230923;0;2;2;2;2023-09-23
Amazonas;20230924;0;1;1;1;2023-09-24
Bahia;20230918;0;3;3;3;2023-09-18
Bahia;20230921;0;1;1;1;2023-09-21
Bahia;20230923;0;1;1;1;2023-09-23
Ceara;20230918;0;1;1;1;2023-09-18
Ceara;20230919;0;1;1;1;2023-09-19
Ceara;20230921;0;2;2;2;2023-09-21
Ceara;20230923;0;1;1;1;2023-09-23
Ceara;20230924;0;2;2;2;2023-09-24
Goias;20230918;0;2;2;2;2023-09-18
Goias;20230921;0;1;1;1;2023-09-21
Maranhao;20230919;0;1;1;1;2023-09-19
Mato Grosso;20230918;0;0;1;0;2023-09-18
Mato Grosso;20230919;0;0;1;0;2023-09-19
Mato Grosso;20230920;0;1;1;1;2023-09-20
Mato Grosso;20230921;0;0;1;0;2023-09-21
Mato Grosso;20230924;0;0;1;0;2023-09-24
Mato Grosso do Sul;20230920;0;1;1;1;2023-09-20
Minas Gerais;20230918;0;1;2;1;2023-09-18
Para;20230919;0;3;3;3;2023-09-19
Para;20230920;0;1;1;1;2023-09-20
Paraiba;20230921;0;1;1;1;2023-09-21
Paraiba;20230924;0;0;1;0;2023-09-24
Parana;20230918;0;1;1;1;2023-09-18
Parana;20230920;0;3;3;3;2023-09-20
Parana;20230921;0;1;1;1;2023-09-21
Parana;20230923;0;2;2;2;2023-09-23
Parana;20230924;0;3;3;3;2023-09-24
Pernambuco;20230918;0;2;3;3;2023-09-18
Pernambuco;20230919;0;1;1;1;2023-09-19
Pernambuco;20230922;0;1;1;1;2023-09-22
Piaui;20230918;0;1;1;1;2023-09-18
Rio Grande do Sul;20230918;0;1;1;1;2023-09-18
Rio Grande do Sul;20230920;0;1;3;2;2023-09-20
Rio Grande do Sul;20230924;0;2;2;2;2023-09-24
Santa Catarina;20230920;0;3;3;3;2023-09-20
Santa Catarina;20230921;0;2;2;2;2023-09-21
Santa Catarina;20230922;0;2;3;2;2023-09-22
Santa Catarina;20230923;0;2;2;2;2023-09-23
Santa Catarina;20230924;0;2;2;2;2023-09-24
Sergipe;20230919;0;2;2;2;2023-09-19
Sergipe;20230920;0;0;1;0;2023-09-20
Texas;20230919;0;1;1;1;2023-09-19
Texas;20230921;0;1;1;1;2023-09-21
Tokyo;20230919;0;2;2;2;2023-09-19
Tokyo;20230920;0;1;1;1;2023-09-20
Vestland;20230919;0;1;1;1;2023-09-19
Rio de Janeiro;20230928;51;30;77;75;2023-09-28
Rio de Janeiro;20230929;33;18;54;51;2023-09-29
Rio de Janeiro;20230926;32;20;53;52;2023-09-26
Rio de Janeiro;20230927;31;28;61;58;2023-09-27
Rio de Janeiro;20230925;29;24;50;48;2023-09-25
Rio de Janeiro;20230930;27;19;47;44;2023-09-30
Rio de Janeiro;20231001;20;16;37;33;2023-10-01
Federal District;20230927;6;2;8;8;2023-09-27
Federal District;20230928;6;1;7;7;2023-09-28
Rio de Janeiro;20231002;5;2;7;7;2023-10-02
Sao Paulo;20230926;5;7;12;12;2023-09-26
Sao Paulo;20230927;5;20;25;25;2023-09-27
Sao Paulo;20230928;5;9;15;14;2023-09-28
Sao Paulo;20230930;5;10;14;14;2023-09-30
Federal District;20230926;4;5;9;9;2023-09-26
Federal District;20230930;4;0;4;4;2023-09-30
Espirito Santo;20230930;4;1;5;5;2023-09-30
Alagoas;20230928;3;0;3;3;2023-09-28
Alagoas;20230930;3;0;3;3;2023-09-30
Minas Gerais;20230925;3;1;4;4;2023-09-25
Minas Gerais;20230928;3;4;7;7;2023-09-28
Minas Gerais;20231001;3;1;4;4;2023-10-01
Sao Paulo;20230925;3;7;10;10;2023-09-25
Sao Paulo;20230929;3;6;10;9;2023-09-29
Sao Paulo;20231001;3;7;10;10;2023-10-01
Federal District;20230925;2;2;4;4;2023-09-25
Federal District;20230929;2;1;5;3;2023-09-29
Espirito Santo;20230927;2;5;6;6;2023-09-27
Espirito Santo;20230929;2;4;6;6;2023-09-29
Goias;20230928;2;0;2;2;2023-09-28
Minas Gerais;20230927;2;9;12;12;2023-09-27
Minas Gerais;20230929;2;0;3;3;2023-09-29
Minas Gerais;20230930;2;2;4;4;2023-09-30
Georgia;20230926;1;0;1;1;2023-09-26
Ile-de-France;20230926;1;0;1;1;2023-09-26
Kyiv Oblast;20230926;1;0;1;1;2023-09-26
Lisbon;20230928;1;0;1;1;2023-09-28
Massachusetts;20230929;1;0;1;1;2023-09-29
Mexico City;20230926;1;0;1;1;2023-09-26
Nouvelle-Aquitaine;20230926;1;1;1;1;2023-09-26
Ontario;20230930;1;0;1;1;2023-09-30
Acre;20230927;1;1;1;1;2023-09-27
Acre;20230929;1;0;1;1;2023-09-29
Alagoas;20230925;1;0;1;1;2023-09-25
Alagoas;20230926;1;0;1;1;2023-09-26
Alagoas;20230927;1;1;2;2;2023-09-27
Alagoas;20230929;1;0;1;1;2023-09-29
Ceara;20230926;1;3;4;3;2023-09-26
Ceara;20230928;1;1;2;2;2023-09-28
Espirito Santo;20230925;1;3;3;3;2023-09-25
Espirito Santo;20230926;1;1;2;2;2023-09-26
Espirito Santo;20230928;1;0;1;1;2023-09-28
Espirito Santo;20231001;1;1;2;2;2023-10-01
Goias;20230927;1;1;3;3;2023-09-27
Goias;20230929;1;3;5;4;2023-09-29
Goias;20230930;1;2;4;3;2023-09-30
Goias;20231001;1;1;2;2;2023-10-01
Mato Grosso;20230926;1;1;1;1;2023-09-26
Mato Grosso do Sul;20230927;1;0;1;1;2023-09-27
Mato Grosso do Sul;20230928;1;0;1;1;2023-09-28
Minas Gerais;20230926;1;1;2;2;2023-09-26
Para;20230927;1;3;4;4;2023-09-27
Para;20230929;1;1;2;2;2023-09-29
Para;20231001;1;1;2;2;2023-10-01
Paraiba;20230927;1;0;2;1;2023-09-27
Parana;20231001;1;0;1;1;2023-10-01
Piaui;20231001;1;0;1;1;2023-10-01
Rio Grande do Norte;20230927;1;1;2;2;2023-09-27
Rio Grande do Norte;20230928;1;1;2;2;2023-09-28
Rio Grande do Sul;20230926;1;0;2;2;2023-09-26
Rio Grande do Sul;20230927;1;6;7;7;2023-09-27
Rio Grande do Sul;20231001;1;2;3;3;2023-10-01
Rio Grande do Sul;20231002;1;0;1;1;2023-10-02
Santa Catarina;20230925;1;2;2;2;2023-09-25
Santa Catarina;20230927;1;1;2;2;2023-09-27
Texas;20230926;1;1;1;1;2023-09-26
Ulyanovsk Oblast;20230930;1;0;1;1;2023-09-30
Ulyanovsk Oblast;20231001;1;0;1;1;2023-10-01
(not set);20230926;0;1;1;1;2023-09-26
(not set);20230930;0;5;5;5;2023-09-30
Buenos Aires;20230925;0;1;1;1;2023-09-25
Buenos Aires;20230926;0;1;1;1;2023-09-26
Buenos Aires Province;20230930;0;1;1;1;2023-09-30
Campania;20230928;0;1;1;1;2023-09-28
Cordoba;20230927;0;1;1;1;2023-09-27
Federal District;20231001;0;1;1;1;2023-10-01
Galicia;20230926;0;1;1;1;2023-09-26
Michigan;20230929;0;0;1;1;2023-09-29
New York;20230930;0;1;1;1;2023-09-30
North Denmark Region;20230929;0;1;1;1;2023-09-29
North Sumatra;20230927;0;1;1;1;2023-09-27
North Sumatra;20230930;0;0;1;1;2023-09-30
Ohio;20230925;0;1;1;1;2023-09-25
Porto District;20230925;0;1;1;1;2023-09-25
Quebec;20230930;0;1;1;1;2023-09-30
Sardinia;20230928;0;1;1;1;2023-09-28
Setubal;20230927;0;1;1;1;2023-09-27
Setubal;20230929;0;1;1;1;2023-09-29
Amapa;20230927;0;1;1;1;2023-09-27
Amazonas;20230925;0;1;1;1;2023-09-25
Amazonas;20230926;0;1;2;2;2023-09-26
Amazonas;20230927;0;2;2;2;2023-09-27
Amazonas;20230929;0;1;1;1;2023-09-29
Amazonas;20231001;0;2;2;2;2023-10-01
Bahia;20230926;0;1;1;1;2023-09-26
Bahia;20230927;0;4;4;4;2023-09-27
Bahia;20230930;0;3;3;3;2023-09-30
Bahia;20231001;0;1;1;1;2023-10-01
Ceara;20230927;0;1;1;1;2023-09-27
Ceara;20230929;0;1;1;1;2023-09-29
Ceara;20230930;0;1;1;1;2023-09-30
Ceara;20231001;0;3;3;3;2023-10-01
Goias;20230926;0;1;1;1;2023-09-26
Maranhao;20230926;0;1;1;1;2023-09-26
Maranhao;20230927;0;0;1;0;2023-09-27
Mato Grosso;20230927;0;1;1;1;2023-09-27
Mato Grosso;20230928;0;1;1;1;2023-09-28
Mato Grosso;20230930;0;2;2;2;2023-09-30
Mato Grosso;20231001;0;2;2;2;2023-10-01
Para;20230925;0;0;1;1;2023-09-25
Para;20230928;0;2;2;2;2023-09-28
Paraiba;20231001;0;1;1;1;2023-10-01
Parana;20230925;0;0;1;1;2023-09-25
Parana;20230926;0;0;1;1;2023-09-26
Parana;20230927;0;1;1;1;2023-09-27
Parana;20230928;0;2;3;2;2023-09-28
Parana;20230929;0;1;1;1;2023-09-29
Pernambuco;20230926;0;1;1;1;2023-09-26
Pernambuco;20230928;0;1;1;1;2023-09-28
Pernambuco;20230930;0;1;2;2;2023-09-30
Pernambuco;20231001;0;1;1;1;2023-10-01
Rio Grande do Sul;20230925;0;1;1;1;2023-09-25
Rio Grande do Sul;20230928;0;3;3;3;2023-09-28
Rio Grande do Sul;20230929;0;4;4;4;2023-09-29
Rio Grande do Sul;20230930;0;3;4;3;2023-09-30
Rondonia;20230927;0;1;1;1;2023-09-27
Santa Catarina;20230926;0;1;1;1;2023-09-26
Santa Catarina;20230928;0;3;3;3;2023-09-28
Santa Catarina;20230929;0;2;2;2;2023-09-29
Santa Catarina;20231001;0;1;1;1;2023-10-01
Sao Paulo;20231002;0;1;1;0;2023-10-02
Tocantins;20230927;0;0;1;1;2023-09-27
Texas;20231001;0;1;1;1;2023-10-01
Vila Real District;20230927;0;1;1;1;2023-09-27
Washington;20230927;0;1;1;1;2023-09-27
West Virginia;20230929;0;1;1;1;2023-09-29
Rio de Janeiro;20231005;52;38;86;85;2023-10-05
Rio de Janeiro;20231006;42;35;72;71;2023-10-06
Rio de Janeiro;20231008;29;27;55;54;2023-10-08
Rio de Janeiro;20231003;28;16;43;42;2023-10-03
Rio de Janeiro;20231007;27;23;51;47;2023-10-07
Rio de Janeiro;20231002;23;19;43;42;2023-10-02
Rio de Janeiro;20231004;18;27;47;43;2023-10-04
Minas Gerais;20231005;8;12;19;19;2023-10-05
Federal District;20231006;6;3;8;8;2023-10-06
Federal District;20231005;4;4;8;8;2023-10-05
Sao Paulo;20231002;4;10;15;14;2023-10-02
Sao Paulo;20231006;4;7;10;10;2023-10-06
Sao Paulo;20231008;4;6;10;9;2023-10-08
Federal District;20231003;3;0;3;3;2023-10-03
Federal District;20231004;3;3;6;5;2023-10-04
Espirito Santo;20231002;3;2;5;5;2023-10-02
Espirito Santo;20231004;3;4;7;7;2023-10-04
Minas Gerais;20231006;3;3;6;6;2023-10-06
Minas Gerais;20231008;3;3;5;5;2023-10-08
Rio Grande do Sul;20231005;3;4;7;7;2023-10-05
Rio Grande do Sul;20231006;3;2;4;4;2023-10-06
Sao Paulo;20231003;3;11;14;14;2023-10-03
Sao Paulo;20231005;3;14;20;19;2023-10-05
Sao Paulo;20231007;3;3;9;8;2023-10-07
Bahia;20231005;2;2;4;4;2023-10-05
Ceara;20231003;2;1;2;2;2023-10-03
Espirito Santo;20231005;2;3;4;4;2023-10-05
Espirito Santo;20231007;2;3;5;5;2023-10-07
Rio Grande do Sul;20231002;2;2;5;4;2023-10-02
Rio Grande do Sul;20231003;2;1;3;3;2023-10-03
Rio Grande do Sul;20231004;2;5;7;7;2023-10-04
Sao Paulo;20231004;2;17;19;19;2023-10-04
(not set);20231006;1;0;1;1;2023-10-06
(not set);20231008;1;1;2;1;2023-10-08
Bavaria;20231008;1;0;1;1;2023-10-08
Federal District;20231002;1;3;5;4;2023-10-02
Federal District;20231007;1;3;4;4;2023-10-07
Federal District;20231008;1;0;2;1;2023-10-08
Kyiv Oblast;20231003;1;1;1;1;2023-10-03
Massachusetts;20231005;1;0;1;1;2023-10-05
Massachusetts;20231006;1;0;1;1;2023-10-06
Ontario;20231003;1;0;1;1;2023-10-03
Porto District;20231004;1;0;1;1;2023-10-04
Region of Murcia;20231006;1;0;1;1;2023-10-06
Region of Murcia;20231008;1;0;1;1;2023-10-08
Alagoas;20231005;1;0;1;1;2023-10-05
Alagoas;20231007;1;0;1;1;2023-10-07
Alagoas;20231008;1;0;1;1;2023-10-08
Amazonas;20231005;1;0;1;1;2023-10-05
Bahia;20231002;1;0;1;1;2023-10-02
Bahia;20231003;1;1;2;2;2023-10-03
Bahia;20231006;1;1;1;1;2023-10-06
Bahia;20231008;1;1;2;2;2023-10-08
Ceara;20231002;1;0;1;1;2023-10-02
Ceara;20231004;1;5;6;6;2023-10-04
Ceara;20231005;1;2;3;3;2023-10-05
Ceara;20231006;1;2;4;4;2023-10-06
Espirito Santo;20231003;1;3;3;3;2023-10-03
Espirito Santo;20231008;1;4;5;5;2023-10-08
Goias;20231003;1;0;1;1;2023-10-03
Goias;20231004;1;2;3;3;2023-10-04
Goias;20231005;1;0;2;2;2023-10-05
Mato Grosso do Sul;20231007;1;0;1;1;2023-10-07
Mato Grosso do Sul;20231008;1;0;1;1;2023-10-08
Minas Gerais;20231002;1;2;3;3;2023-10-02
Minas Gerais;20231003;1;2;3;3;2023-10-03
Para;20231005;1;0;1;1;2023-10-05
Para;20231006;1;2;3;3;2023-10-06
Para;20231008;1;0;1;1;2023-10-08
Paraiba;20231003;1;0;1;1;2023-10-03
Parana;20231002;1;1;2;2;2023-10-02
Parana;20231003;1;1;2;2;2023-10-03
Parana;20231005;1;0;1;1;2023-10-05
Parana;20231008;1;3;4;4;2023-10-08
Pernambuco;20231007;1;0;1;1;2023-10-07
Piaui;20231004;1;0;1;1;2023-10-04
Rio Grande do Norte;20231003;1;1;2;2;2023-10-03
Rio Grande do Norte;20231004;1;1;2;2;2023-10-04
Rio Grande do Norte;20231005;1;2;3;3;2023-10-05
Rio Grande do Norte;20231008;1;2;3;3;2023-10-08
Rio Grande do Sul;20231008;1;4;5;5;2023-10-08
Santa Catarina;20231004;1;0;1;1;2023-10-04
(not set);20231003;0;1;1;1;2023-10-03
(not set);20231005;0;1;1;1;2023-10-05
(not set);20231007;0;1;1;1;2023-10-07
Buenos Aires;20231006;0;1;1;1;2023-10-06
California;20231008;0;1;1;1;2023-10-08
England;20231002;0;1;1;1;2023-10-02
England;20231005;0;1;1;1;2023-10-05
Faro District;20231007;0;1;1;1;2023-10-07
Federal Territory of Kuala Lumpur;20231006;0;1;1;1;2023-10-06
Lombardy;20231007;0;1;1;1;2023-10-07
Lower Silesian Voivodeship;20231007;0;1;1;1;2023-10-07
Massachusetts;20231007;0;0;1;0;2023-10-07
New Brunswick;20231004;0;1;1;1;2023-10-04
New York;20231007;0;1;1;1;2023-10-07
Porto District;20231005;0;1;1;1;2023-10-05
Region of Murcia;20231005;0;1;1;1;2023-10-05
Setubal;20231005;0;1;1;1;2023-10-05
Amazonas;20231002;0;3;4;4;2023-10-02
Amazonas;20231003;0;5;6;6;2023-10-03
Amazonas;20231004;0;0;1;1;2023-10-04
Amazonas;20231006;0;2;3;3;2023-10-06
Amazonas;20231007;0;3;3;3;2023-10-07
Amazonas;20231008;0;1;1;1;2023-10-08
Bahia;20231004;0;2;2;2;2023-10-04
Bahia;20231007;0;1;1;1;2023-10-07
Espirito Santo;20231006;0;0;1;1;2023-10-06
Goias;20231002;0;0;1;0;2023-10-02
Goias;20231008;0;2;2;2;2023-10-08
Maranhao;20231002;0;1;1;1;2023-10-02
Maranhao;20231005;0;1;1;1;2023-10-05
Maranhao;20231008;0;2;2;2;2023-10-08
Mato Grosso;20231007;0;1;1;1;2023-10-07
Mato Grosso;20231008;0;1;1;1;2023-10-08
Minas Gerais;20231004;0;6;6;6;2023-10-04
Minas Gerais;20231007;0;8;9;9;2023-10-07
Para;20231003;0;1;1;1;2023-10-03
Para;20231007;0;1;1;1;2023-10-07
Paraiba;20231002;0;0;1;0;2023-10-02
Paraiba;20231004;0;1;2;1;2023-10-04
Paraiba;20231005;0;1;1;1;2023-10-05
Paraiba;20231006;0;0;1;0;2023-10-06
Paraiba;20231007;0;3;3;3;2023-10-07
Parana;20231006;0;4;5;5;2023-10-06
Parana;20231007;0;2;2;2;2023-10-07
Pernambuco;20231003;0;1;2;1;2023-10-03
Pernambuco;20231004;0;1;1;1;2023-10-04
Pernambuco;20231006;0;1;2;1;2023-10-06
Pernambuco;20231008;0;2;2;2;2023-10-08
Piaui;20231005;0;1;1;1;2023-10-05
Piaui;20231006;0;1;1;1;2023-10-06
Rio Grande do Norte;20231002;0;1;1;1;2023-10-02
Rio Grande do Norte;20231007;0;1;1;1;2023-10-07
Rio Grande do Sul;20231007;0;2;2;2;2023-10-07
Rondonia;20231002;0;1;1;1;2023-10-02
Santa Catarina;20231003;0;1;1;1;2023-10-03
Santa Catarina;20231005;0;2;2;2;2023-10-05
Santa Catarina;20231006;0;3;3;3;2023-10-06
Santa Catarina;20231007;0;0;1;1;2023-10-07
Santa Catarina;20231008;0;1;1;1;2023-10-08
Sergipe;20231003;0;1;1;1;2023-10-03
Sergipe;20231007;0;1;1;1;2023-10-07
Tocantins;20231003;0;1;1;1;2023-10-03
Tamil Nadu;20231004;0;1;1;1;2023-10-04
